Province,City,Barangay,Street_Subdivision,Vicinity,Classification,Zonal_Value,DO_No,Effectivity_Date,Source
UNKNOWN,UNKNOWN,UNKNOWN,A LOPEZ ST,KATIPUNAN-TRES DE ABRIL,RR,15300.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,A. LOPEZ ST,INTERIOR,RR,10000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ACACIA STREET,INTERIOR,RR,10000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,B RODRIGUEZ ST,V RAMA-GUADALUPE,CR,24300.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,B. RODRIGUEZ ST,V. Rama Ave. to Guadalupe River,RR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,B RODRIGUEZ ST,V RAMA-GUADALUPE,RR,16000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,"DR. ABELLA, PABLO U.ST.",V RAMA-GUADALUPE,CR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,KATIPUNAN ST,A LOPEZ-V RAMA AVE,CR,17000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,KATIPUNAN ST,A LOPEZ-V RAMA AVE,RR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,LOWER SAN ROQUE,V.RAMA AVENUE,CR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,LOWER SAN ROQUE,INTERIOR,RR,10000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,LUCIO LOPEZ DRIVE,A LOPEZ-V RAMA AVE,CR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,LUCIO LOPEZ DRIVE,A LOPEZ-V RAMA AVE,RR,11000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,N. BACALSO AVE.,TRES DE ABRIL-GUAD RIVER,CR,24000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,N. BACALSO AVE.,TRES DE ABRIL-GUAD RIVER,RR,18000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,SITIO SAN ANTONIO,V. RAMA AVE,RR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,SUN VALLEY,V. RAMA AVE,CR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,V RAMA AVE,V. RAMA AVE,CR,20500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,V RAMA AVE,DEL ROSARIO-N BACALSO,RR,20000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,V RAMA AVE,P DEL ROSARIO-H VALLEY,RR,20000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,P DEL ROSARIO-H VALLEY,CR,12500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,P DEL ROSARIO-H VALLEY,RR,9000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,INTERIOR,RR,7000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,HAPPY VALLEY SUBDIVISION,INTERIOR,RR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,SAN ROQUE SUBDIVISION,INTERIOR,RR,10000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,SUN VALLEY,INTERIOR,RR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER EXISTING SUBDIVISION,INTERIOR,RR,10000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,SUBDIVISION,FIRST CLASS,RR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,SUBDIVISION,LOW COST,RR,7000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,LOW COST,CC,95000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,LOW COST,RC,75000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,LOW COST,PS,45000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - LOW COST,LOW COST,RC,40000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - LOW COST,LOW COST,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - LOW COST,LOW COST,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                         : CEBU,LOW COST,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,City/Municipality              : CEBU CITY SOUTH,LOW COST,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,B RODRIGUEZ ST,FUENTE OSMEÑA ROTONDA,CR,45000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,B RODRIGUEZ ST,GUADALUPE RIVER-WALING ST,CR,30000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,DON GIL GARCIA ST,P RODRIGUES SR-OSMENA BLVD,CR,42500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,DON GIL GARCIA ST,N ESCARIO ST-DEAD END (NBI),CR,37500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,DON GIL GARCIA ST,N ESCARIO ST-B RODRIGUES,CR,37500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,DON JOSE AVILA ST.,N ESCARIO ST-B RODRIGUES,CR,40000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,DON MARIANO CUI ST.,N ESCARIO -B RODRIGUES,CR,30000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,FUENTE OSMEÑA,B. RODRIGUEZ,CR,45000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,J LLORENTE ST,WALINGWALING-OSMENA,CR,37500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,M VELEZ ST,GUAD RVR-DON G GARCIA,CR,37500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,M. ESCARIO ST.,DON GIL GARCIA-OSMENA BLDVD,CR,45000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,MIRASOL ST,DON GIL GARCIA-OSMENA BLDVD,CR,37500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,N RAFOLS ST.(JASMIN ST),P RODRIGUEZ-OSMENA BLVD,CR,37500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ORCHID ST,N ESCARIO-JASMIN,CR,37500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,P. RODRIGUEZ ST. (SAMPAGUITA ST.),N ESCARIO-JASMIN,CR,37500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,PRES OSMENA BLVD,FUENTE OSMENA BLVBD-N ESCARIO,CR,85000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,WALING-WALING ST.,FUENTE OSMENA BLVBD-N ESCARIO,CR,37500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,FUENTE OSMENA BLVBD-N ESCARIO,CR,27500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,FUENTE OSMENA BLVBD-N ESCARIO,RR,20000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,INTERIOR,RR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM: CITY SOHO,B. RODRIGUEZ ST.,CR,92500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM: CITY SOHO,B. RODRIGUEZ ST.,RR,75000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM: CITY SOHO,B. RODRIGUEZ ST.,PC,40000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,B. RODRIGUEZ ST.,CC,95000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,B. RODRIGUEZ ST.,RC,75000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,B. RODRIGUEZ ST.,PS,45000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - LOW COST,B. RODRIGUEZ ST.,RC,40000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,BUREAU OF INTERNAL REVENUE,B. RODRIGUEZ ST.,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,SCHEDULE OF RECOMMENDED ZONAL VALUES OF REAL PROPERTIES,B. RODRIGUEZ ST.,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,"Revenue Region No. 13, Cebu City",B. RODRIGUEZ ST.,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,"Revenue District Office No. 82, Cebu City - South",B. RODRIGUEZ ST.,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,"Revenue District Office No. 82, Cebu City - South",B. RODRIGUEZ ST.,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,"Revenue District Office No. 82, Cebu City - South",B. RODRIGUEZ ST.,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                         : CEBU,B. RODRIGUEZ ST.,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,City/Municipality              : CEBU CITY SOUTH,B. RODRIGUEZ ST.,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,COLON ST.,OSMENA JAKOSALEM,CR,72500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,D. JAKOSALEM ST.,PRES S OSMENA-QUEZON,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,F GONZALES ST.,PRES S OSMEÑA BLVD-MC BRIONES ST,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,F GONZALES ST.,MC BRIONES-F GONZALES,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,JUEZ BORROMEO ST.,MC BRIONES-F. GONZALES,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,LINCOLN ST,PLARIDEL-F GONZALES,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,M.C. BRIONES ST.,F. GONZALES ST.-MAGALLANES,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,M.C. BRIONES ST.,MAGALLANES ST-MC BRIONES,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,M.C. BRIONES ST.,PLARIDEL ST.-MJ CUENCO AVE.,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,MAGALLANES ST.,V.GULLAS-JAKOSALEM(MANALILI),CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,MAGALLANES ST.,P LOPEZ-V GULLAS(MANALILI),CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,MAGALLANES ST.,D JAKOSALEM-P BURGOS,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,MAGALLANES ST.,P BURGOS ST-MJ CUENCO AVE,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,P BURGOS ST,PRES S OSMENA-Q.BLVD.,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,P LOPEZ ST,COLON-BALINTAWAK,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,P LOPEZ ST,BORROMEO-MAGALLANES,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,P LOPEZ ST,BALINTAWAK-BORROMEO,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,P. GULLAS ST,PRES OSMEÑA BLVD-JUEZ BORROMEO,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLARIDEL ST,OSMENA-M C BRIONES,CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,PLARIDEL ST,MC BRIONES-Q.BLVD(LEGASPI),CR,62500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,PRES OSMENA BLVD,V GULLAS-P. BURGOS,CR,72500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,PRES OSMENA BLVD,COLON-V GULLAS(BURGOS),CR,72500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,PRES OSMENA SR BLVD,P BURGOS ST-MJ CUENCO AVE.,CR,72500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,V GULLAS ST.,PRES OSMENA-MAGALLANES,CR,72500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,PRES OSMENA-MAGALLANES,CR,60000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,PRES OSMENA-MAGALLANES,RR,55000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,INTERIOR,RR,45000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,INTERIOR,CC,95000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,INTERIOR,RC,75000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,INTERIOR,PS,45000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - LOW COST,INTERIOR,RC,40000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - LOW COST,INTERIOR,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - LOW COST,INTERIOR,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                         : CEBU,INTERIOR,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,City/Municipality              : CEBU CITY SOUTH,INTERIOR,nan,,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,A GABUYA ST,F. JACA-N. BACALSO AVE.,RR,11200.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,A GABUYA ST,F. JACA-N BACALSO EXT.,RR,11200.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,A GABUYA ST,F. JACA-N BACALSO EXT.,CR,12000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,A GABUYA ST,N.BACALSO AVE-SEASHORE (SRP),RR,11200.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,A GABUYA ST,INTERIOR,RR,8200.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,INTERIOR,CR,12000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,INTERIOR,RR,10000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS:  INTERIOR,INTERIOR,RR,7000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,VILLARICA SUBD,,RR,11500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,HONEY HOMES SUBDIVISION,,RR,11500.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER EXISITNG SUBDIVISION,,RR,10000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,SUBDIIVISION,FIRST CLASS,RR,15000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,SUBDIIVISION,LOW COST,RR,7000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,LOW COST,CC,95000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,LOW COST,RC,75000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,LOW COST,PS,45000.0,16-2020,2020-07-04 00,"RDO No. 82 - Cebu City, South.xls [Sheet 5 (DO 16-2020)]"
