title,url,price,location,property_type,area,bedrooms,bathrooms,status,furnishing,posted_on,agent_name,specs
"House and Lot For Sale in 39 Rizal St, Ayala Heights Drive, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/house-and-lot-for-sale-in-ayala-heights-ad-320-ln551000,"PHP 260,000,000","39 Rizal St, Ayala Heights Drive, Quezon City, Metro Manila",,1100 m²,5+,6+,Available from 5 May,,24 Nov 13:53,Housing I.,"['PHP 260,000,000', '39 Rizal St, Ayala Heights Drive, Quezon City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '1100 m²', 'Bathrooms:', '6+', 'Available from:', '5 May']"
"Condo For Rent in 18, Amorsolo Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/unit-for-lease-in-edades-tower-and-garden-villas-ad-319-ln770158,"PHP 140,000/ month","18, Amorsolo Drive, Makati City, Metro Manila, 1209",,120 m²,2,1,Available from 1 Jan,,24 Nov 13:53,Housing I.,"['PHP 140,000/ month', '/ month', '18, Amorsolo Drive, Makati City, Metro Manila, 1209', 'Bedrooms:', '2', 'Area:', '120 m²', 'Bathrooms:', '1', 'Available from:', '1 Jan']"
"House and Lot For Sale in 98, Don Rufino Avenue, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-sale/house-and-lot/2-storey-house-lot-for-sale-in-tahanan-village-ad-318-ln880428,"PHP 45,000,000","98, Don Rufino Avenue, Parañaque, Metro Manila, 1700",,350 m²,4,4,Available from 15 Aug,,24 Nov 13:53,Housing I.,"['PHP 45,000,000', '98, Don Rufino Avenue, Parañaque, Metro Manila, 1700', 'Bedrooms:', '4', 'Area:', '350 m²', 'Bathrooms:', '4', 'Available from:', '15 Aug']"
"Condo For Sale in 6737, Ayala Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-3br-unit-with-parking-for-sale-in-twin-towers-makati-ad-317-ln988617,"PHP 62,000,000","6737, Ayala Avenue, Makati City, Metro Manila, 1226",,271 m²,3,3,Available from 4 Dec,,24 Nov 13:53,Housing I.,"['PHP 62,000,000', '6737, Ayala Avenue, Makati City, Metro Manila, 1226', 'Bedrooms:', '3', 'Area:', '271 m²', 'Bathrooms:', '3', 'Available from:', '4 Dec']"
"Condo For Sale in 54, Corporate Avenue, Muntinlupa",https://lifenavi.com/ph/properties/muntinlupa/for-sale/condo/for-sale-3br-unit-in-aspen-tower-ad-316-ln257520,"PHP 23,000,000","54, Corporate Avenue, Muntinlupa, Metro Manila",,192.67 m²,3,3,Available from 4 Dec,,24 Nov 13:53,Housing I.,"['PHP 23,000,000', '54, Corporate Avenue, Muntinlupa, Metro Manila', 'Bedrooms:', '3', 'Area:', '192.67 m²', 'Bathrooms:', '3', 'Available from:', '4 Dec']"
"House and Lot For Sale in 3, A. Dalisay, Parañaque",https://lifenavi.com/ph/properties/paranaque/for-sale/house-and-lot/for-sale-3br-brand-new-townhouse-in-bf-homes-paranaque-ad-315-ln101573,"PHP 8,000,000","3, A. Dalisay, Parañaque, Kalakhang Maynila, 1700",,152.8 m²,3,3,Available from 29 Jun,,24 Nov 13:53,Housing I.,"['PHP 8,000,000', '3, A. Dalisay, Parañaque, Kalakhang Maynila, 1700', 'Bedrooms:', '3', 'Area:', '152.8 m²', 'Bathrooms:', '3', 'Available from:', '29 Jun']"
"House and Lot For Sale in Quezon City, Metro Manila",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/fancy-house-and-lot-for-sale-in-quezon-city-ad-314-ln222761,"PHP 25,700,000","Cubao, Quezon City, Metro Manila",,249.45 m²,3,4,Available from 23 Sep,,24 Nov 13:53,Housing I.,"['PHP 25,700,000', 'Cubao, Quezon City, Metro Manila', 'Bedrooms:', '3', 'Area:', '249.45 m²', 'Bathrooms:', '4', 'Available from:', '23 Sep']"
"Condo For Rent in 26th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-1br-in-two-maridien-ad-313-ln645445,"PHP 57,000/ month","26th Street, Taguig, Metro Manila",,65 m²,1,1,Available from 8 Mar,,24 Nov 13:53,Housing I.,"['PHP 57,000/ month', '/ month', '26th Street, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '65 m²', 'Bathrooms:', '1', 'Available from:', '8 Mar']"
"Condo For Rent in 1, 8th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/a-condominium-for-lease-in-uptown-parksuites-taguig-city-ad-312-ln337805,"PHP 110,000/ month","1, 8th Avenue, Makati City, Metro Manila",,75 m²,2,1,Available from 9 Dec,,24 Nov 13:53,Housing I.,"['PHP 110,000/ month', '/ month', '1, 8th Avenue, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '75 m²', 'Bathrooms:', '1', 'Available from:', '9 Dec']"
"Condo For Rent in 7274b, Malugay, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/a-fully-furnished-1-bedroom-unit-for-rent-at-makati-ad-311-ln545424,"PHP 25,000/ month","7274b, Malugay, Makati City, Kalakhang Maynila",,35 m²,1,1,Available from 13 Dec,,24 Nov 13:53,Housing I.,"['PHP 25,000/ month', '/ month', '7274b, Malugay, Makati City, Kalakhang Maynila', 'Bedrooms:', '1', 'Area:', '35 m²', 'Bathrooms:', '1', 'Available from:', '13 Dec']"
"House and Lot For Rent in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-rent/house-and-lot/house-and-lot-for-rent-in-forbes-park-ad-310-ln123675,"PHP 1,800,000/ month","Makati City, Metro Manila",,1000 m²,5+,6+,Available from 13 Jan,,24 Nov 13:53,Housing I.,"['PHP 1,800,000/ month', '/ month', 'Makati City, Metro Manila', 'Bedrooms:', '5+', 'Area:', '1000 m²', 'Bathrooms:', '6+', 'Available from:', '13 Jan']"
"Condo For Rent in 1634, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-2br-unit-in-one-serendra-ad-309-ln902056,"PHP 90,000/ month","1634, 11th Avenue, Taguig, Metro Manila",,85 m²,2,2,Available from 27 Oct,,24 Nov 13:53,Housing I.,"['PHP 90,000/ month', '/ month', '1634, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '85 m²', 'Bathrooms:', '2', 'Available from:', '27 Oct']"
"Condo For Sale in 308, Sen. Gil J. Puyat Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-studio-at-the-lerato-ad-308-ln658255,"PHP 7,200,000","308, Sen. Gil J. Puyat Avenue, Makati City, Metro Manila, 1200",,31 m²,Studio,1,Available from 6 Feb,,24 Nov 13:53,Housing I.,"['PHP 7,200,000', '308, Sen. Gil J. Puyat Avenue, Makati City, Metro Manila, 1200', 'Bedrooms:', 'Studio', 'Area:', '31 m²', 'Bathrooms:', '1', 'Available from:', '6 Feb']"
"Condo For Rent in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-3br-in-royal-palm-acacia-ad-307-ln640778,"PHP 45,000/ month","Taguig, Metro Manila, 1637",,84 m²,3,2,Available from 24 Aug,,24 Nov 13:53,Housing I.,"['PHP 45,000/ month', '/ month', 'Taguig, Metro Manila, 1637', 'Bedrooms:', '3', 'Area:', '84 m²', 'Bathrooms:', '2', 'Available from:', '24 Aug']"
"Condo For Rent in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-2br-unit-for-lease-in-trump-tower-ad-306-ln881892,"PHP 200,000/ month","Makati City, Metro Manila",,150 m²,2,2,Available from 23 Dec,,24 Nov 13:53,Housing I.,"['PHP 200,000/ month', '/ month', 'Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '150 m²', 'Bathrooms:', '2', 'Available from:', '23 Dec']"
"Condo For Rent in 1634, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-2-bedroom-unit-with-balcony-for-rent-at-one-serendra-ad-305-ln951868,"PHP 150,000/ month","1634, 11th Avenue, Taguig, Metro Manila",,120 m²,Studio,1,Available from 7 Apr,,24 Nov 13:52,Housing I.,"['PHP 150,000/ month', '/ month', '1634, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '120 m²', 'Bathrooms:', '1', 'Available from:', '7 Apr']"
"Condo For Rent in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-1br-unit-in-two-central-ad-304-ln611996,"PHP 50,000/ month","Makati City, Metro Manila",,62 m²,1,1,Available from 3 Jan,,24 Nov 13:52,Housing I.,"['PHP 50,000/ month', '/ month', 'Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '62 m²', 'Bathrooms:', '1', 'Available from:', '3 Jan']"
"House and Lot For Rent in 157, Katipunan Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-rent/house-and-lot/modern-3-storey-3-bedroom-townhouse-with-parking-for-rent-in-la-maison-townhomes-ad-303-ln374375,"PHP 49,000/ month","157, Katipunan Avenue, Quezon City, Metro Manila, 1110",,130 m²,3,2,Available from 8 Jan,,24 Nov 13:52,Housing I.,"['PHP 49,000/ month', '/ month', '157, Katipunan Avenue, Quezon City, Metro Manila, 1110', 'Bedrooms:', '3', 'Area:', '130 m²', 'Bathrooms:', '2', 'Available from:', '8 Jan']"
"Condo For Rent in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-1br-unit-with-parking-for-lease-in-west-gallery-place-ad-302-ln364057,"PHP 120,000/ month","Taguig, Metro Manila, 1634",,65 m²,1,1,Available from 8 Jan,,24 Nov 13:52,Housing I.,"['PHP 120,000/ month', '/ month', 'Taguig, Metro Manila, 1634', 'Bedrooms:', '1', 'Area:', '65 m²', 'Bathrooms:', '1', 'Available from:', '8 Jan']"
"Condo For Rent in corner, 2nd Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-2br-at-the-fort-residences-ad-301-ln513235,"PHP 55,000/ month","corner, 2nd Avenue, Taguig, Kalakhang Maynila, 1630",,72 m²,2,2,Available from 21 Nov,,24 Nov 13:52,Housing I.,"['PHP 55,000/ month', '/ month', 'corner, 2nd Avenue, Taguig, Kalakhang Maynila, 1630', 'Bedrooms:', '2', 'Area:', '72 m²', 'Bathrooms:', '2', 'Available from:', '21 Nov']"
"Condo For Sale in 132, L.P. Leviste Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-3br-unit-for-sale-in-one-lafayette-square-ad-300-ln471345,"PHP 28,000,000","132, L.P. Leviste Street, Makati City, Metro Manila, 1227",,183 m²,3,3,Available from 5 Oct,,24 Nov 13:52,Housing I.,"['PHP 28,000,000', '132, L.P. Leviste Street, Makati City, Metro Manila, 1227', 'Bedrooms:', '3', 'Area:', '183 m²', 'Bathrooms:', '3', 'Available from:', '5 Oct']"
"Condo For Sale in 8010, España Boulevard, Manila",https://lifenavi.com/ph/properties/manila/for-sale/condo/for-sale-studio-unit-in-espana-grand-residences-ad-299-ln790434,"PHP 2,800,000","8010, España Boulevard, Sampaloc, Manila, Metro Manila, 1008",,21 m²,Studio,1,Available from 10 Jan,,24 Nov 13:52,Housing I.,"['PHP 2,800,000', '8010, España Boulevard, Sampaloc, Manila, Metro Manila, 1008', 'Bedrooms:', 'Studio', 'Area:', '21 m²', 'Bathrooms:', '1', 'Available from:', '10 Jan']"
"Condo For Sale in 1103, Panay Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/condo/for-sale-studio-unit-in-mplace-residences-ad-298-ln821953,"PHP 3,200,000","1103, Panay Avenue, Diliman, Quezon City, Metro Manila",,20 m²,Studio,1,Available from 10 Jan,,24 Nov 13:52,Housing I.,"['PHP 3,200,000', '1103, Panay Avenue, Diliman, Quezon City, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '20 m²', 'Bathrooms:', '1', 'Available from:', '10 Jan']"
"Condo For Rent in 191, Salcedo, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/semi-furnished-2-br-unit-for-rent-at-the-rise-ad-297-ln807675,"PHP 58,000/ month","191, Salcedo, Legazpi Village, Makati City, Kalakhang Maynila, 1229",,73 m²,2,1,Available from 10 Jan,,24 Nov 13:52,Housing I.,"['PHP 58,000/ month', '/ month', '191, Salcedo, Legazpi Village, Makati City, Kalakhang Maynila, 1229', 'Bedrooms:', '2', 'Area:', '73 m²', 'Bathrooms:', '1', 'Available from:', '10 Jan']"
"Condo For Rent in 1, 8th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-fully-furnished-1br-unit-in-uptown-parksuites-ad-296-ln374419,"PHP 35,000/ month","1, 8th Avenue, Makati City, Metro Manila",,41.5 m²,1,1,Available from 10 Jan,,24 Nov 13:52,Housing I.,"['PHP 35,000/ month', '/ month', '1, 8th Avenue, Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '41.5 m²', 'Bathrooms:', '1', 'Available from:', '10 Jan']"
"Condo For Sale in Quezon City, Metro Manila",https://lifenavi.com/ph/properties/quezon-city/for-sale/condo/studio-unit-for-sale-in-vista-309-katipunan-ad-295-ln168801,"PHP 4,000,000","Quezon City, Metro Manila, 1800",,20 m²,Studio,1,Available from 13 Jan,,24 Nov 13:52,Housing I.,"['PHP 4,000,000', 'Quezon City, Metro Manila, 1800', 'Bedrooms:', 'Studio', 'Area:', '20 m²', 'Bathrooms:', '1', 'Available from:', '13 Jan']"
"Condo For Sale in Estrella, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/luxury-3-br-unit-for-sale-in-proscenium-rockwell-ad-294-ln158350,"PHP 85,000,000","Estrella, Makati City, Metro Manila",,194 m²,3,3,Available from 13 Jan,,24 Nov 13:52,Housing I.,"['PHP 85,000,000', 'Estrella, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '194 m²', 'Bathrooms:', '3', 'Available from:', '13 Jan']"
"Condo For Rent in 135, Orchard Road, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-rent/condo/1-br-unit-for-rent-in-one-central-park-in-eastwood-ad-293-ln482669,"PHP 50,000/ month","135, Orchard Road, Quezon City, Metro Manila, 1800",,40.5 m²,1,1,Available from 13 Jan,,24 Nov 13:52,Housing I.,"['PHP 50,000/ month', '/ month', '135, Orchard Road, Quezon City, Metro Manila, 1800', 'Bedrooms:', '1', 'Area:', '40.5 m²', 'Bathrooms:', '1', 'Available from:', '13 Jan']"
"Condo For Sale in 10, Topaz Road, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/condo/a-1-bedroom-condo-for-sale-at-east-of-galleria-ad-292-ln643956,"PHP 4,600,000","10, Topaz Road, Ortigas Center, Pasig, Metro Manila, 1605",,41.86 m²,1,1,Available from 14 Jan,,24 Nov 13:52,Housing I.,"['PHP 4,600,000', '10, Topaz Road, Ortigas Center, Pasig, Metro Manila, 1605', 'Bedrooms:', '1', 'Area:', '41.86 m²', 'Bathrooms:', '1', 'Available from:', '14 Jan']"
"Condo For Rent in Amorsolo Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-2br-unit-in-amorsolo-west-ad-291-ln672288,"PHP 130,000/ month","Amorsolo Drive, Makati City, Metro Manila",,133 m²,2,2,Available from 1 Dec,,24 Nov 13:52,Housing I.,"['PHP 130,000/ month', '/ month', 'Amorsolo Drive, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '133 m²', 'Bathrooms:', '2', 'Available from:', '1 Dec']"
"Condo For Rent in 18, Amorsolo Drive, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-1-bedroom-unit-with-balcony-parking-for-rent-in-edades-ad-288-ln782448,"PHP 70,000/ month","18, Amorsolo Drive, Makati City, Metro Manila, 1209",,66 m²,1,1,Available from 28 Oct,,24 Nov 13:52,Housing I.,"['PHP 70,000/ month', '/ month', '18, Amorsolo Drive, Makati City, Metro Manila, 1209', 'Bedrooms:', '1', 'Area:', '66 m²', 'Bathrooms:', '1', 'Available from:', '28 Oct']"
"Condo For Rent in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-1br-unit-in-two-serendra-ad-287-ln563992,"PHP 50,000/ month","1634, McKinley Parkway, Taguig, Metro Manila",,56 m²,1,1,Available from 11 Jul,,24 Nov 13:52,Housing I.,"['PHP 50,000/ month', '/ month', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '56 m²', 'Bathrooms:', '1', 'Available from:', '11 Jul']"
"Condo For Sale in Manila, Metro Manila",https://lifenavi.com/ph/properties/manila/for-sale/condo/for-sale-2br-unit-in-mayfair-tower-ad-286-ln250359,"PHP 9,500,000","Ermita, Manila, Metro Manila, 1000",,105.9 m²,2,2,Available from 5 Feb,,24 Nov 13:52,Housing I.,"['PHP 9,500,000', 'Ermita, Manila, Metro Manila, 1000', 'Bedrooms:', '2', 'Area:', '105.9 m²', 'Bathrooms:', '2', 'Available from:', '5 Feb']"
"Condo For Rent in Florence Way, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-1br-unit-in-florence-ad-285-ln186586,"PHP 50,000/ month","Florence Way, Taguig, Metro Manila",,50 m²,1,1,Available from 28 Dec,,24 Nov 13:52,Housing I.,"['PHP 50,000/ month', '/ month', 'Florence Way, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '50 m²', 'Bathrooms:', '1', 'Available from:', '28 Dec']"
"Condo For Rent in corner, 6th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/a-delightful-and-palatial-1br-condominium-at-seibu-tower-ad-284-ln978311,"PHP 30,000/ month","corner, 6th Avenue, Taguig, Metro Manila",,41.2 m²,1,1,Available from 20 Dec,,24 Nov 13:52,Housing I.,"['PHP 30,000/ month', '/ month', 'corner, 6th Avenue, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '41.2 m²', 'Bathrooms:', '1', 'Available from:', '20 Dec']"
"Condo For Rent in 1634, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-4br-unit-in-two-serendra-ad-283-ln962850,"PHP 200,000/ month","1634, McKinley Parkway, Taguig, Metro Manila",,161 m²,4,4,Available from 14 Oct,,24 Nov 13:51,Housing I.,"['PHP 200,000/ month', '/ month', '1634, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '4', 'Area:', '161 m²', 'Bathrooms:', '4', 'Available from:', '14 Oct']"
"Condo For Sale in cor, McKinley Parkway, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/for-sale-2br-in-trion-towers-ad-282-ln724762,"PHP 17,500,000","cor, McKinley Parkway, Taguig, Metro Manila",,80.56 m²,2,2,Available from 12 Feb,,24 Nov 13:51,Housing I.,"['PHP 17,500,000', 'cor, McKinley Parkway, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '80.56 m²', 'Bathrooms:', '2', 'Available from:', '12 Feb']"
"Condo For Sale in 117, Eulogio Rodriguez Jr. Avenue, Pasig",https://lifenavi.com/ph/properties/pasig/for-sale/condo/for-sale-studio-at-the-grove-by-rockwell-ad-281-ln414970,"PHP 6,500,000","117, Eulogio Rodriguez Jr. Avenue, Pasig, Metro Manila",,32 m²,Studio,1,Available from 13 Feb,,24 Nov 13:51,Housing I.,"['PHP 6,500,000', '117, Eulogio Rodriguez Jr. Avenue, Pasig, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '32 m²', 'Bathrooms:', '1', 'Available from:', '13 Feb']"
"Condo For Rent in 7276, Malugay, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-studio-in-san-antonio-residences-ad-280-ln871113,"PHP 27,000/ month","7276, Malugay, Makati City, Kalakhang Maynila",,29 m²,Studio,1,Available from 30 Oct,,24 Nov 13:51,Housing I.,"['PHP 27,000/ month', '/ month', '7276, Malugay, Makati City, Kalakhang Maynila', 'Bedrooms:', 'Studio', 'Area:', '29 m²', 'Bathrooms:', '1', 'Available from:', '30 Oct']"
"Condo For Rent in 1634, 5th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-2br-unit-in-fort-victoria-ad-279-ln104495,"PHP 35,000/ month","1634, 5th Avenue, Taguig, Metro Manila",,44 m²,2,2,Available from 8 Nov,,24 Nov 13:51,Housing I.,"['PHP 35,000/ month', '/ month', '1634, 5th Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '44 m²', 'Bathrooms:', '2', 'Available from:', '8 Nov']"
"Condo For Rent in Upper McKinley Hill, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-studio-bedroom-for-lease-in-taguig-city-ad-277-ln442075,"PHP 35,000/ month","Upper McKinley Hill, Taguig, Metro Manila, 1630",,40 m²,Studio,1,Available from 25 May,,24 Nov 13:51,Housing I.,"['PHP 35,000/ month', '/ month', 'Upper McKinley Hill, Taguig, Metro Manila, 1630', 'Bedrooms:', 'Studio', 'Area:', '40 m²', 'Bathrooms:', '1', 'Available from:', '25 May']"
"Condo For Sale in 23rd Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/for-sale-3br-unit-for-sale-at-the-beaufort-ad-276-ln387865,"PHP 40,000,000","23rd Street, Taguig, Metro Manila",,149.55 m²,3,1,Available from 5 Oct,,24 Nov 13:51,Housing I.,"['PHP 40,000,000', '23rd Street, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '149.55 m²', 'Bathrooms:', '1', 'Available from:', '5 Oct']"
"Condo For Rent in COR, Shaw Boulevard, Mandaluyong City",https://lifenavi.com/ph/properties/mandaluyong-city/for-rent/condo/one-bedroom-corner-unit-for-rent-in-one-shangri-la-place-ad-275-ln144349,"PHP 85,000/ month","COR, Shaw Boulevard, Ortigas Center, Mandaluyong City, Metro Manila",,80 m²,1,1,Available from 19 Feb,,24 Nov 13:51,Housing I.,"['PHP 85,000/ month', '/ month', 'COR, Shaw Boulevard, Ortigas Center, Mandaluyong City, Metro Manila', 'Bedrooms:', '1', 'Area:', '80 m²', 'Bathrooms:', '1', 'Available from:', '19 Feb']"
"House and Lot For Sale in 967, Quirino Highway, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/house-and-lot/a-house-and-lot-for-sale-at-herrera-drive-quirino-highway-quezon-city-ad-274-ln833160,"PHP 15,000,000","967, Quirino Highway, Quezon City, Metro Manila, 1123",,455 m²,3,2,Available from 19 Feb,,24 Nov 13:51,Housing I.,"['PHP 15,000,000', '967, Quirino Highway, Quezon City, Metro Manila, 1123', 'Bedrooms:', '3', 'Area:', '455 m²', 'Bathrooms:', '2', 'Available from:', '19 Feb']"
"Condo For Rent in 9th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-2br-corner-unit-in-avida-towers-9th-avenue-ad-273-ln133650,"PHP 55,000/ month","9th Avenue, Taguig, Metro Manila",,59 m²,2,2,Available from 1 Aug,,24 Nov 13:51,Housing I.,"['PHP 55,000/ month', '/ month', '9th Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '59 m²', 'Bathrooms:', '2', 'Available from:', '1 Aug']"
"Land only For Sale in 31, Hercules, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/land-only/residential-lot-for-sale-in-bel-air-2-village-ad-272-ln282811,"PHP 179,000,000","31, Hercules, Makati City, Metro Manila, 1209",,00 m²,Studio,1,Available from 21 Feb,,24 Nov 13:51,Housing I.,"['PHP 179,000,000', '31, Hercules, Makati City, Metro Manila, 1209', 'Bedrooms:', 'Studio', 'Area:', '00 m²', 'Bathrooms:', '1', 'Available from:', '21 Feb']"
"Condo For Rent in Pasay City, Metro Manila",https://lifenavi.com/ph/properties/pasay-city/for-rent/condo/for-rent-2br-unit-in-six-senses-residences-ad-271-ln599314,"PHP 50,000/ month","Pasay City, Metro Manila",,56 m²,2,1,Available from 1 Jun,,24 Nov 13:51,Housing I.,"['PHP 50,000/ month', '/ month', 'Pasay City, Metro Manila', 'Bedrooms:', '2', 'Area:', '56 m²', 'Bathrooms:', '1', 'Available from:', '1 Jun']"
"House and Lot For Sale in 754, Venice, Antipolo",https://lifenavi.com/ph/properties/antipolo/for-sale/house-and-lot/a-2-bedroom-house-and-lot-for-sale-in-maia-alta-antipolo-ad-270-ln228920,"PHP 5,000,000","754, Venice, Antipolo, Calabarzon, 1870",,120 m²,2,1,Available from 24 Feb,,24 Nov 13:51,Housing I.,"['PHP 5,000,000', '754, Venice, Antipolo, Calabarzon, 1870', 'Bedrooms:', '2', 'Area:', '120 m²', 'Bathrooms:', '1', 'Available from:', '24 Feb']"
"House and Lot For Sale in 10, Kentucky Drive, Muntinlupa",https://lifenavi.com/ph/properties/muntinlupa/for-sale/house-and-lot/modern-2-storey-5-bedroom-house-for-sale-in-alabang-400-ad-269-ln170142,"PHP 35,000,000","10, Kentucky Drive, Muntinlupa, Metro Manila, 1771",,378 m²,5+,5,Available from 5 Dec,,24 Nov 13:51,Housing I.,"['PHP 35,000,000', '10, Kentucky Drive, Muntinlupa, Metro Manila, 1771', 'Bedrooms:', '5+', 'Area:', '378 m²', 'Bathrooms:', '5', 'Available from:', '5 Dec']"
"Condo For Rent in 35th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnisdhed-2-bedroom-unit-for-rent-in-taguig-ad-268-ln417413,"PHP 50,000/ month","35th Street, Taguig, Metro Manila",,54 m²,2,1,Available from 25 Mar,,24 Nov 13:51,Housing I.,"['PHP 50,000/ month', '/ month', '35th Street, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '54 m²', 'Bathrooms:', '1', 'Available from:', '25 Mar']"
"Condo For Rent in 26th Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/for-rent-studio-at-the-icon-residences-ad-267-ln153401,"PHP 38,500/ month","26th Street, Makati City, Kalakhang Maynila",,36 m²,Studio,1,Available from 7 May,,24 Nov 13:51,Housing I.,"['PHP 38,500/ month', '/ month', '26th Street, Makati City, Kalakhang Maynila', 'Bedrooms:', 'Studio', 'Area:', '36 m²', 'Bathrooms:', '1', 'Available from:', '7 May']"
"Condo For Rent in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2-bedrooms-for-rent-in-garden-towers-ad-266-ln328740,"PHP 180,000/ month","Makati City, Metro Manila",,138 m²,2,2,Available from 20 Jun,,24 Nov 13:51,Housing I.,"['PHP 180,000/ month', '/ month', 'Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '138 m²', 'Bathrooms:', '2', 'Available from:', '20 Jun']"
"Condo For Sale in Eastwood Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/condo/1br-corner-unit-5050-sqm-for-sale-in-one-eastwood-avenue-ad-265-ln993733,"PHP 7,600,000","Eastwood Avenue, Quezon City, Metro Manila, 1800",,50.5 m²,1,1,Available from 26 Feb,,24 Nov 13:51,Housing I.,"['PHP 7,600,000', 'Eastwood Avenue, Quezon City, Metro Manila, 1800', 'Bedrooms:', '1', 'Area:', '50.5 m²', 'Bathrooms:', '1', 'Available from:', '26 Feb']"
